Trader Id ,Exchange ,Client Order No ,Serial No ,Instrument Type ,Instrument Name ,Code ,ScripId/Symbol ,Ser/Exp/Group ,Security Desc. ,Strike Price ,Option Type ,Order Type ,B/S ,Quantity ,Price ,Spread ,SpreadLegInfo ,Spread Price Diff ,Exchange Ord.No. ,Status ,TransactionTime ,Pro/Cli ,Client ,Disclosed Quantity ,Trigger Price ,Good Till Days/Date/Time ,Settlor ,Validity ,Total Qty Remaining ,Qty Traded ,Trade Number ,Product Type ,Initiated From ,Modified From ,Misc. ,Initiated From User Id ,Modified From User Id ,SOR ID ,Group ,Maturity Date ,COL ,Mapping Id ,SL Limit Price ,SL Trigger Price ,SL Jump Price ,LTP Jump Price ,Profit Order Price ,Leg Indicator
24380 ,NSE ,46 ,73221 ,Equities , ,5948 ,SOUTHBANK ,EQ ,THE SOUTH INDIAN BANK LTD , , ,RL ,S ,5000 ,29.15 ,Normal , , ,1300000011116420 ,Order Confirmed ,10:52:19 ,CLI ,DDSMS5 ,0 ,0.00 ,0 ,06074 ,DAY ,5000 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
0 ,NSE ,47 ,70416 ,Equities , ,5948 ,SOUTHBANK ,EQ ,THE SOUTH INDIAN BANK LTD , , ,RL ,S ,5000 ,29.20 ,Normal , , ,0 ,Entry Request ,10:53:29 ,CLI ,DDSNS4 ,0 ,0.00 ,0 , ,DAY ,5000 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,47 ,73334 ,Equities , ,5948 ,SOUTHBANK ,EQ ,THE SOUTH INDIAN BANK LTD , , ,RL ,S ,5000 ,29.20 ,Normal , , ,1300000011202793 ,Order Confirmed ,10:53:29 ,CLI ,DDSNS4 ,0 ,0.00 ,0 ,06074 ,DAY ,5000 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
0 ,NSE ,48 ,70326 ,Equities , ,5948 ,SOUTHBANK ,EQ ,THE SOUTH INDIAN BANK LTD , , ,RL ,S ,5000 ,29.25 ,Normal , , ,0 ,Entry Request ,10:53:35 ,CLI ,DDSVS2 ,0 ,0.00 ,0 , ,DAY ,5000 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,48 ,73344 ,Equities , ,5948 ,SOUTHBANK ,EQ ,THE SOUTH INDIAN BANK LTD , , ,RL ,S ,5000 ,29.25 ,Normal , , ,1300000011209644 ,Order Confirmed ,10:53:35 ,CLI ,DDSVS2 ,0 ,0.00 ,0 ,06074 ,DAY ,5000 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
0 ,NSE ,49 ,77841 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,462.25 ,Normal , , ,0 ,Entry Request ,10:54:46 ,CLI ,DDSDS1 ,0 ,0.00 ,0 , ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,49 ,84242 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,462.25 ,Normal , , ,1100000010942244 ,Order Confirmed ,10:54:46 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,49 ,91127 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,15 ,462.25 ,Normal , , ,1100000010942244 ,Trade Confirmed ,10:54:46 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,35 ,15 ,21802584 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,49 ,79742 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,35 ,460.00 ,Normal , , ,1100000010942244 ,Modify Request ,10:55:03 ,CLI ,DDSDS1 ,0 ,0.00 ,0 , ,DAY ,35 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,49 ,84272 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,35 ,460.00 ,Normal , , ,1100000010942244 ,Modify Confirmed ,10:55:03 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,35 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,49 ,91148 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,4 ,461.65 ,Normal , , ,1100000010942244 ,Trade Confirmed ,10:55:03 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,0 ,4 ,21806012 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,49 ,91150 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,15 ,461.70 ,Normal , , ,1100000010942244 ,Trade Confirmed ,10:55:03 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,19 ,15 ,21806009 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,49 ,91151 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,1 ,461.80 ,Normal , , ,1100000010942244 ,Trade Confirmed ,10:55:03 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,34 ,1 ,21806008 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,49 ,91152 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,10 ,461.65 ,Normal , , ,1100000010942244 ,Trade Confirmed ,10:55:03 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,4 ,10 ,21806011 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,49 ,91154 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,5 ,461.65 ,Normal , , ,1100000010942244 ,Trade Confirmed ,10:55:03 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,14 ,5 ,21806010 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
0 ,NSE ,50 ,79975 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,466.00 ,Normal , , ,0 ,Entry Request ,10:54:54 ,CLI ,DDSDS1 ,0 ,0.00 ,0 , ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,50 ,84254 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,466.00 ,Normal , , ,1100000010952075 ,Order Confirmed ,10:54:54 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,50 ,77519 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,460.00 ,Normal , , ,1100000010952075 ,Modify Request ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 , ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,50 ,87466 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,460.00 ,Normal , , ,1100000010952075 ,Modify Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,50 ,95511 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,460.05 ,Normal , , ,1100000010952075 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,0 ,50 ,22190927 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
0 ,NSE ,51 ,99446 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,470.00 ,Normal , , ,0 ,Reject Order ,10:55:21 ,CLI ,DDSDS1 ,0 ,0.00 ,0 , ,DAY ,50 ,0 ,0 ,Margin ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
0 ,NSE ,52 ,78713 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,470.00 ,Normal , , ,0 ,Entry Request ,10:55:28 ,CLI ,DDSDS1 ,0 ,0.00 ,0 , ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,52 ,84331 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,470.00 ,Normal , , ,1100000010992728 ,Order Confirmed ,10:55:28 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,52 ,80771 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,460.00 ,Normal , , ,1100000010992728 ,Modify Request ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 , ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,52 ,87465 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,460.00 ,Normal , , ,1100000010992728 ,Modify Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,52 ,95515 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,5 ,460.15 ,Normal , , ,1100000010992728 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,21 ,5 ,22190921 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,52 ,95516 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,11 ,460.20 ,Normal , , ,1100000010992728 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,26 ,11 ,22190920 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,52 ,95518 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,16 ,460.05 ,Normal , , ,1100000010992728 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,0 ,16 ,22190923 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,52 ,95521 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,13 ,460.20 ,Normal , , ,1100000010992728 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,37 ,13 ,22190919 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,52 ,95522 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,5 ,460.05 ,Normal , , ,1100000010992728 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,16 ,5 ,22190922 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
0 ,NSE ,53 ,79987 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,475.00 ,Normal , , ,0 ,Entry Request ,10:55:36 ,CLI ,DDSDS1 ,0 ,0.00 ,0 , ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,53 ,84346 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,475.00 ,Normal , , ,1100000011003049 ,Order Confirmed ,10:55:36 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,53 ,80398 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,460.00 ,Normal , , ,1100000011003049 ,Modify Request ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 , ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,53 ,87464 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,460.00 ,Normal , , ,1100000011003049 ,Modify Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,53 ,95510 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,10 ,460.25 ,Normal , , ,1100000011003049 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,40 ,10 ,22190917 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,53 ,95519 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,40 ,460.20 ,Normal , , ,1100000011003049 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,0 ,40 ,22190918 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
0 ,NSE ,54 ,78715 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,100 ,480.00 ,Normal , , ,0 ,Entry Request ,10:55:44 ,CLI ,DDSDS1 ,0 ,0.00 ,0 , ,DAY ,100 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,54 ,84365 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,100 ,480.00 ,Normal , , ,1100000011012813 ,Order Confirmed ,10:55:44 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,100 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,54 ,78585 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,100 ,460.00 ,Normal , , ,1100000011012813 ,Modify Request ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 , ,DAY ,100 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,54 ,87463 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,100 ,460.00 ,Normal , , ,1100000011012813 ,Modify Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,100 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,54 ,95508 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,2 ,460.30 ,Normal , , ,1100000011012813 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,88 ,2 ,22190906 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,54 ,95509 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,2 ,460.25 ,Normal , , ,1100000011012813 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,52 ,2 ,22190909 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,54 ,95512 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,10 ,460.35 ,Normal , , ,1100000011012813 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,90 ,10 ,22190905 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,54 ,95513 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,33 ,460.25 ,Normal , , ,1100000011012813 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,54 ,33 ,22190908 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,54 ,95514 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,47 ,460.20 ,Normal , , ,1100000011012813 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,0 ,47 ,22190911 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,54 ,95517 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,1 ,460.25 ,Normal , , ,1100000011012813 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,87 ,1 ,22190907 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,54 ,95520 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,5 ,460.20 ,Normal , , ,1100000011012813 ,Trade Confirmed ,11:27:06 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,47 ,5 ,22190910 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
0 ,NSE ,55 ,79389 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,484.00 ,Normal , , ,0 ,Entry Request ,10:56:01 ,CLI ,DDSDS1 ,0 ,0.00 ,0 , ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,55 ,84397 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,484.00 ,Normal , , ,1100000011034605 ,Order Confirmed ,10:56:01 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,55 ,79182 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,460.00 ,Normal , , ,1100000011034605 ,Modify Request ,11:26:50 ,CLI ,DDSDS1 ,0 ,0.00 ,0 , ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,55 ,87430 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,50 ,460.00 ,Normal , , ,1100000011034605 ,Modify Confirmed ,11:26:50 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,50 ,0 ,0 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,55 ,95460 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,1 ,460.55 ,Normal , , ,1100000011034605 ,Trade Confirmed ,11:26:50 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,38 ,1 ,22187704 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,55 ,95461 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,6 ,460.50 ,Normal , , ,1100000011034605 ,Trade Confirmed ,11:26:50 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,22 ,6 ,22187707 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,55 ,95462 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,10 ,460.45 ,Normal , , ,1100000011034605 ,Trade Confirmed ,11:26:50 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,9 ,10 ,22187710 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,55 ,95463 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,8 ,460.55 ,Normal , , ,1100000011034605 ,Trade Confirmed ,11:26:50 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,30 ,8 ,22187705 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,55 ,95464 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,2 ,460.45 ,Normal , , ,1100000011034605 ,Trade Confirmed ,11:26:50 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,20 ,2 ,22187708 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
24380 ,NSE ,55 ,95465 ,Equities , ,11271 ,DREDGECORP ,EQ ,DREDGING CORP OF INDIA , , ,RL ,S ,9 ,460.45 ,Normal , , ,1100000011034605 ,Trade Confirmed ,11:26:50 ,CLI ,DDSDS1 ,0 ,0.00 ,0 ,06074 ,DAY ,0 ,9 ,22187711 ,Delivery ,TWS ,TWS , ,XDDJ01 ,XDDJ01 , ,HO , , ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,
